Orthogroup	Duplications (all)	Duplications (50% support)
OG0009330	5	5
OG0009331	5	5
OG0009332	4	4
OG0009333	5	5
OG0009334	5	5
OG0009335	4	4
OG0009336	4	4
OG0009337	6	6
OG0009338	5	5
OG0009339	6	6
OG0009340	6	6
OG0009341	6	6
OG0009342	6	6
OG0009343	6	6
OG0009344	6	6
OG0009345	6	6
OG0009346	6	6
OG0009347	6	6
OG0009348	5	5
OG0009349	6	6
OG0009350	6	6
OG0009351	6	6
OG0009352	6	6
OG0009353	6	6
OG0009354	5	5
OG0009355	6	6
OG0009356	6	6
OG0009357	6	6
OG0009358	6	6
OG0009359	6	6
OG0009360	6	6
OG0009361	6	6
OG0009362	6	6
OG0009363	6	6
OG0009364	6	6
OG0009365	6	6
OG0009366	6	6
OG0009367	6	6
OG0009368	6	6
OG0009369	6	6
OG0009370	6	6
OG0009371	6	6
OG0009372	6	6
OG0009373	6	6
OG0009374	6	6
OG0009375	6	6
OG0009376	6	6
OG0009377	6	6
OG0009378	6	6
OG0009379	6	6
OG0009380	6	6
OG0009381	6	6
OG0009382	6	6
OG0009383	6	6
OG0009384	6	6
OG0009385	6	6
OG0009386	6	6
OG0009387	6	6
OG0009388	6	6
OG0009389	6	6
OG0009390	6	6
OG0009391	6	6
OG0009392	6	6
OG0009393	6	6
OG0009394	6	6
OG0009395	6	6
OG0009396	6	6
OG0009397	6	6
OG0009398	6	6
OG0009399	6	6
OG0009400	6	6
OG0009401	6	6
OG0009402	6	6
OG0009403	6	6
OG0009404	4	4
OG0009405	3	3
OG0009406	5	5
OG0009407	5	5
OG0009408	4	4
OG0009409	5	5
OG0009410	1	1
OG0009411	5	5
OG0009412	3	3
OG0009413	1	1
OG0009414	5	5
OG0009415	0	0
OG0009416	2	2
OG0009417	3	3
OG0009418	3	3
OG0009419	5	5
OG0009420	4	4
OG0009421	5	5
OG0009422	3	3
OG0009423	4	4
OG0009424	5	5
OG0009425	5	5
OG0009426	5	5
OG0009427	2	2
OG0009428	5	5
OG0009429	5	5
OG0009430	5	5
OG0009431	3	3
OG0009432	5	5
OG0009433	1	1
OG0009434	0	0
OG0009435	1	1
OG0009436	0	0
OG0009437	4	4
OG0009438	5	5
OG0009439	5	5
OG0009440	5	5
OG0009441	5	5
OG0009442	2	2
OG0009443	1	1
OG0009444	5	5
OG0009445	5	5
OG0009446	5	5
OG0009447	1	1
OG0009448	5	5
OG0009449	1	1
OG0009450	5	5
OG0009451	5	5
OG0009452	0	0
OG0009453	5	5
OG0009454	5	5
OG0009455	1	1
OG0009456	5	5
OG0009457	5	5
OG0009458	5	5
OG0009459	5	5
OG0009460	5	5
OG0009461	1	1
OG0009462	4	4
OG0009463	0	0
OG0009464	5	5
OG0009465	5	5
OG0009466	5	5
OG0009467	1	1
OG0009468	5	5
OG0009469	5	5
OG0009470	1	1
OG0009471	1	1
OG0009472	3	3
OG0009473	5	5
OG0009474	2	2
OG0009475	5	5
OG0009476	5	5
OG0009477	5	5
OG0009478	3	3
OG0009479	5	5
OG0009480	5	5
OG0009481	5	5
OG0009482	5	5
OG0009483	4	4
OG0009484	1	1
OG0009485	5	5
OG0009486	0	0
OG0009487	1	1
OG0009488	2	2
OG0009489	5	5
OG0009490	3	3
OG0009491	1	1
OG0009492	1	1
OG0009493	4	4
OG0009494	5	5
OG0009495	2	2
OG0009496	2	2
OG0009497	1	1
OG0009498	4	4
OG0009499	1	1
OG0009500	5	5
OG0009501	1	1
OG0009502	4	4
OG0009503	1	1
OG0009504	3	3
OG0009505	0	0
OG0009506	5	5
OG0009507	5	5
OG0009508	1	1
OG0009509	5	5
OG0009510	5	5
OG0009511	3	3
OG0009512	1	1
OG0009513	4	4
OG0009514	1	1
OG0009515	1	1
OG0009516	4	4
OG0009517	1	1
OG0009518	1	1
OG0009519	5	5
OG0009520	1	1
OG0009521	5	5
OG0009522	3	3
OG0009523	2	2
OG0009524	1	1
OG0009525	1	1
OG0009526	0	0
OG0009527	1	1
OG0009528	4	4
OG0009529	3	3
OG0009530	5	5
OG0009531	5	5
OG0009532	2	2
OG0009533	1	1
OG0009534	2	2
OG0009535	4	4
OG0009536	2	2
OG0009537	5	5
OG0009538	5	5
OG0009539	1	1
OG0009540	5	5
OG0009541	0	0
OG0009542	2	2
OG0009543	1	1
OG0009544	5	5
OG0009545	5	5
OG0009546	1	1
OG0009547	4	4
OG0009548	4	4
OG0009549	0	0
OG0009550	1	1
OG0009551	1	1
OG0009552	0	0
OG0009553	4	4
OG0009554	1	1
OG0009555	1	1
OG0009556	0	0
OG0009557	5	5
OG0009558	2	2
OG0009559	1	1
OG0009560	5	5
OG0009561	2	2
OG0009562	1	1
OG0009563	2	2
OG0009564	5	5
OG0009565	5	5
OG0009566	1	1
OG0009567	1	1
OG0009568	1	1
OG0009569	5	5
OG0009570	0	0
OG0009571	2	2
OG0009572	1	1
OG0009573	5	5
OG0009574	0	0
OG0009575	0	0
OG0009576	5	5
OG0009577	5	5
OG0009578	2	2
OG0009579	3	3
OG0009580	3	3
OG0009581	2	2
OG0009582	0	0
OG0009583	0	0
OG0009584	2	2
OG0009585	5	5
OG0009586	1	1
OG0009587	3	3
OG0009588	2	2
OG0009589	3	3
OG0009590	0	0
OG0009591	1	1
OG0009592	0	0
OG0009593	2	2
OG0009594	0	0
OG0009595	4	4
OG0009596	1	1
OG0009597	3	3
OG0009598	0	0
OG0009599	3	3
OG0009600	1	1
OG0009601	3	3
OG0009602	5	5
OG0009603	1	1
OG0009604	0	0
OG0009605	3	3
OG0009606	1	1
OG0009607	0	0
OG0009608	3	3
OG0009609	2	2
OG0009610	1	1
OG0009611	1	1
OG0009612	3	3
OG0009613	3	3
OG0009614	5	5
OG0009615	2	2
OG0009616	0	0
OG0009617	3	3
OG0009618	5	5
OG0009619	1	1
OG0009620	5	5
OG0009621	1	1
OG0009622	5	5
OG0009623	1	1
OG0009624	3	3
OG0009625	3	3
OG0009626	3	3
OG0009627	3	3
OG0009628	2	2
OG0009629	1	1
OG0009630	1	1
OG0009631	2	2
OG0009632	1	1
OG0009633	3	3
OG0009634	1	1
OG0009635	1	1
OG0009636	1	1
OG0009637	2	2
OG0009638	1	1
OG0009639	1	1
OG0009640	1	1
OG0009641	1	1
OG0009642	5	5
OG0009643	4	4
OG0009644	5	5
OG0009645	4	4
OG0009646	1	1
OG0009647	0	0
OG0009648	0	0
OG0009649	1	1
OG0009650	3	3
OG0009651	0	0
OG0009652	1	1
OG0009653	5	5
OG0009654	4	4
OG0009655	1	1
OG0009656	2	2
OG0009657	1	1
OG0009658	4	4
OG0009659	0	0
OG0009660	1	1
OG0009661	0	0
OG0009662	0	0
OG0009663	2	2
OG0009664	5	5
OG0009665	1	1
OG0009666	5	5
OG0009667	2	1
OG0009668	3	3
OG0009669	3	3
OG0009670	0	0
OG0009671	2	2
OG0009672	3	3
OG0009673	3	3
OG0009674	1	1
OG0009675	2	2
OG0009676	2	2
OG0009677	2	2
OG0009678	5	5
OG0009679	3	3
OG0009680	3	3
OG0009681	3	3
OG0009682	0	0
OG0009683	1	1
OG0009684	3	3
OG0009685	1	1
OG0009686	3	3
OG0009687	3	3
OG0009688	0	0
OG0009689	2	2
OG0009690	3	3
OG0009691	0	0
OG0009692	2	2
OG0009693	1	1
OG0009694	2	2
OG0009695	2	2
OG0009696	2	2
OG0009697	0	0
OG0009698	3	3
OG0009699	2	2
OG0009700	3	3
OG0009701	2	2
OG0009702	0	0
OG0009703	0	0
OG0009704	0	0
OG0009705	2	2
OG0009706	3	3
OG0009707	2	2
OG0009708	3	3
OG0009709	3	3
OG0009710	2	2
OG0009711	1	1
OG0009712	2	2
OG0009713	2	2
OG0009714	2	2
OG0009715	0	0
OG0009716	0	0
OG0009717	2	2
OG0009718	3	3
OG0009719	2	2
OG0009720	2	2
OG0009721	3	3
OG0009722	2	2
OG0009723	3	3
OG0009724	2	2
OG0009725	2	2
OG0009726	2	2
OG0009727	0	0
OG0009728	2	2
OG0009729	2	2
OG0009730	3	3
OG0009731	4	4
OG0009732	2	2
OG0009733	3	3
OG0009734	1	1
OG0009735	2	2
OG0009736	2	2
OG0009737	1	1
OG0009738	3	3
OG0009739	2	2
OG0009740	2	2
OG0009741	2	2
OG0009742	3	3
OG0009743	2	2
OG0009744	1	1
OG0009745	2	2
OG0009746	2	2
OG0009747	2	2
OG0009748	0	0
OG0009749	2	2
OG0009750	2	2
OG0009751	3	3
OG0009752	2	2
OG0009753	3	3
OG0009754	0	0
OG0009755	0	0
OG0009756	2	2
OG0009757	0	0
OG0009758	2	2
OG0009759	0	0
OG0009760	3	3
OG0009761	2	2
OG0009762	3	3
OG0009763	2	2
OG0009764	0	0
OG0009765	2	2
OG0009766	2	2
OG0009767	0	0
OG0009768	0	0
OG0009769	3	3
OG0009770	0	0
OG0009771	2	2
OG0009772	3	3
OG0009773	3	3
OG0009774	1	1
OG0009775	3	3
OG0009776	2	2
OG0009777	2	2
OG0009778	2	2
OG0009779	2	2
OG0009780	0	0
OG0009781	2	2
OG0009782	2	2
OG0009783	3	3
OG0009784	1	1
OG0009785	2	2
OG0009786	2	2
OG0009787	5	5
OG0009788	2	2
OG0009789	1	1
OG0009790	1	1
OG0009791	0	0
OG0009792	1	1
OG0009793	0	0
OG0009794	5	5
OG0009795	1	1
OG0009796	1	1
OG0009797	1	1
OG0009798	1	1
OG0009799	3	3
OG0009800	2	2
OG0009801	2	2
OG0009802	2	2
OG0009803	3	3
OG0009804	2	2
OG0009805	2	2
OG0009806	1	1
OG0009807	2	2
OG0009808	2	2
OG0009809	3	3
OG0009810	2	2
OG0009811	2	2
OG0009812	2	2
OG0009813	3	3
OG0009814	3	3
OG0009815	1	1
OG0009816	2	2
OG0009817	3	3
OG0009818	3	3
OG0009819	1	1
OG0009820	3	3
OG0009821	2	2
OG0009822	2	2
OG0009823	1	1
OG0009824	3	3
OG0009825	1	1
OG0009826	2	2
OG0009827	2	2
OG0009828	4	4
OG0009829	2	2
OG0009830	2	2
OG0009831	1	1
OG0009832	2	2
OG0009833	0	0
OG0009834	2	2
OG0009835	2	2
OG0009836	3	3
OG0009837	3	3
OG0009838	0	0
OG0009839	2	2
OG0009840	2	2
OG0009841	2	2
OG0009842	3	3
OG0009843	2	2
OG0009844	1	1
OG0009845	2	2
OG0009846	2	2
OG0009847	0	0
OG0009848	3	3
OG0009849	0	0
OG0009850	0	0
OG0009851	3	3
OG0009852	2	2
OG0009853	2	1
OG0009854	2	2
OG0009855	2	2
OG0009856	3	3
OG0009857	4	4
OG0009858	2	2
OG0009859	0	0
OG0009860	2	2
OG0009861	2	2
OG0009862	1	1
OG0009863	0	0
OG0009864	4	4
OG0009865	2	2
OG0009866	3	3
OG0009867	4	4
OG0009868	2	2
OG0009869	4	4
OG0009870	2	2
OG0009871	0	0
OG0009872	5	5
OG0009873	3	3
OG0009874	4	4
OG0009875	2	2
OG0009876	2	2
OG0009877	1	1
OG0009878	3	3
OG0009879	2	2
OG0009880	4	4
OG0009881	2	2
OG0009882	1	1
OG0009883	2	2
OG0009884	3	3
OG0009885	2	2
OG0009886	2	2
OG0009887	0	0
OG0009888	3	3
OG0009889	0	0
OG0009890	2	2
OG0009891	0	0
OG0009892	3	3
OG0009893	3	3
OG0009894	0	0
OG0009895	4	4
OG0009896	2	2
OG0009897	2	2
OG0009898	2	2
OG0009899	3	3
OG0009900	2	2
OG0009901	0	0
OG0009902	2	2
OG0009903	3	3
OG0009904	2	2
OG0009905	2	2
OG0009906	2	2
OG0009907	3	3
OG0009908	2	2
OG0009909	1	1
OG0009910	2	2
OG0009911	2	2
OG0009912	0	0
OG0009913	3	3
OG0009914	0	0
OG0009915	2	2
OG0009916	0	0
OG0009917	0	0
OG0009918	0	0
OG0009919	0	0
OG0009920	0	0
OG0009921	1	1
OG0009922	2	2
OG0009923	3	3
OG0009924	2	2
OG0009925	2	2
OG0009926	2	2
OG0009927	0	0
OG0009928	2	2
OG0009929	5	5
OG0009930	2	1
OG0009931	2	2
OG0009932	5	5
OG0009933	4	4
OG0009934	5	5
OG0009935	4	4
OG0009936	5	5
OG0009937	3	3
OG0009938	4	4
OG0009939	5	5
OG0009940	3	3
OG0009941	3	3
OG0009942	4	4
OG0009943	3	3
OG0009944	2	2
OG0009945	3	3
OG0009946	1	1
OG0009947	5	5
OG0009948	4	4
OG0009949	5	5
OG0009950	3	3
OG0009951	5	5
OG0009952	4	4
OG0009953	5	5
OG0009954	5	5
OG0009955	4	4
OG0009956	3	3
OG0009957	4	4
OG0009958	2	2
OG0009959	2	2
OG0009960	5	5
OG0009961	3	3
OG0009962	3	2
OG0009963	3	3
OG0009964	4	4
OG0009965	5	5
OG0009966	4	4
OG0009967	5	5
OG0009968	5	5
OG0009969	5	5
OG0009970	4	4
OG0009971	5	5
OG0009972	4	4
OG0009973	4	4
OG0009974	4	4
OG0009975	4	4
OG0009976	5	5
OG0009977	5	5
OG0009978	4	4
OG0009979	4	4
OG0009980	4	4
OG0009981	5	5
OG0009982	4	4
OG0009983	5	5
OG0009984	5	5
OG0009985	4	4
OG0009986	3	3
OG0009987	3	3
OG0009988	5	5
OG0009989	4	4
OG0009990	4	4
OG0009991	5	5
OG0009992	4	4
OG0009993	4	4
OG0009994	5	5
OG0009995	5	5
OG0009996	4	4
OG0009997	5	5
OG0009998	4	4
OG0009999	4	4
OG0010000	3	3
OG0010001	4	4
OG0010002	5	5
OG0010003	4	4
OG0010004	4	4
OG0010005	4	4
OG0010006	3	3
OG0010007	5	5
OG0010008	4	4
OG0010009	4	4
OG0010010	4	4
OG0010011	5	5
OG0010012	4	4
OG0010013	4	4
OG0010014	4	4
OG0010015	5	5
OG0010016	5	5
OG0010017	4	4
OG0010018	4	4
OG0010019	3	3
OG0010020	5	5
OG0010021	3	3
OG0010022	4	4
OG0010023	5	5
OG0010024	5	5
OG0010025	5	5
OG0010026	5	5
OG0010027	4	4
OG0010028	4	4
OG0010029	4	4
OG0010030	4	4
OG0010031	4	4
OG0010032	4	4
OG0010033	5	5
OG0010034	5	5
OG0010035	4	4
OG0010036	5	5
OG0010037	5	5
OG0010038	4	4
OG0010039	4	4
OG0010040	4	4
OG0010041	5	5
OG0010042	4	4
OG0010043	4	4
OG0010044	5	5
OG0010045	4	4
OG0010046	5	5
OG0010047	4	4
OG0010048	4	4
OG0010049	4	4
OG0010050	4	4
OG0010051	4	4
OG0010052	4	4
OG0010053	4	4
OG0010054	4	4
OG0010055	5	5
OG0010056	5	5
OG0010057	5	5
OG0010058	4	4
OG0010059	4	4
OG0010060	4	4
OG0010061	4	4
OG0010062	4	4
OG0010063	4	4
OG0010064	4	4
OG0010065	5	5
OG0010066	5	5
OG0010067	4	4
OG0010068	4	4
OG0010069	4	4
OG0010070	4	4
OG0010071	4	4
OG0010072	4	4
OG0010073	4	4
OG0010074	4	4
OG0010075	4	4
OG0010076	5	5
OG0010077	4	4
OG0010078	4	4
OG0010079	4	4
OG0010080	4	4
OG0010081	4	4
OG0010082	3	3
OG0010083	4	4
OG0010084	4	4
OG0010085	3	3
OG0010086	4	4
OG0010087	4	4
OG0010088	4	4
OG0010089	4	4
OG0010090	4	4
OG0010091	4	4
OG0010092	2	2
OG0010093	4	4
OG0010094	2	2
OG0010095	4	4
OG0010096	5	5
OG0010097	4	4
OG0010098	5	5
OG0010099	4	4
OG0010100	5	5
OG0010101	4	4
OG0010102	4	4
OG0010103	4	4
OG0010104	5	5
OG0010105	4	4
OG0010106	4	4
OG0010107	4	4
OG0010108	4	4
OG0010109	4	4
OG0010110	5	5
OG0010111	4	4
OG0010112	3	3
OG0010113	4	4
OG0010114	4	4
OG0010115	4	4
OG0010116	4	4
OG0010117	4	4
OG0010118	4	4
OG0010119	5	5
OG0010120	5	5
OG0010121	5	5
OG0010122	5	5
OG0010123	5	5
OG0010124	5	5
OG0010125	5	5
OG0010126	5	5
OG0010127	5	5
OG0010128	5	5
OG0010129	5	5
OG0010130	5	5
OG0010131	5	5
OG0010132	5	5
OG0010133	5	5
OG0010134	5	5
OG0010135	5	5
OG0010136	5	5
OG0010137	5	5
OG0010138	5	5
OG0010139	5	5
OG0010140	5	5
OG0010141	5	5
OG0010142	5	5
OG0010143	5	5
OG0010144	5	5
OG0010145	5	5
OG0010146	5	5
OG0010147	5	5
OG0010148	5	5
OG0010149	5	5
OG0010150	5	5
OG0010151	5	5
OG0010152	5	5
OG0010153	5	5
OG0010154	5	5
OG0010155	5	5
OG0010156	5	5
OG0010157	5	5
OG0010158	5	5
OG0010159	5	5
OG0010160	5	5
OG0010161	5	5
OG0010162	5	5
OG0010163	5	5
OG0010164	5	5
OG0010165	5	5
OG0010166	5	5
OG0010167	5	5
OG0010168	5	5
OG0010169	5	5
OG0010170	5	5
OG0010171	5	5
OG0010172	5	5
OG0010173	5	5
OG0010174	5	5
OG0010175	5	5
OG0010176	5	5
OG0010177	5	5
OG0010178	5	5
OG0010179	5	5
OG0010180	5	5
OG0010181	5	5
OG0010182	5	5
OG0010183	5	5
OG0010184	5	5
OG0010185	5	5
OG0010186	5	5
OG0010187	5	5
OG0010188	5	5
OG0010189	5	5
OG0010190	5	5
OG0010191	5	5
OG0010192	5	5
OG0010193	5	5
OG0010194	5	5
OG0010195	5	5
OG0010196	5	5
OG0010197	5	5
OG0010198	5	5
OG0010199	5	5
OG0010200	5	5
OG0010201	5	5
OG0010202	5	5
OG0010203	5	5
OG0010204	5	5
OG0010205	5	5
OG0010206	5	5
OG0010207	5	5
OG0010208	5	5
OG0010209	5	5
OG0010210	5	5
OG0010211	5	5
OG0010212	5	5
OG0010213	5	5
OG0010214	5	5
OG0010215	5	5
OG0010216	5	5
OG0010217	5	5
OG0010218	4	4
OG0010219	2	2
OG0010220	4	4
OG0010221	4	4
OG0010222	4	4
OG0010223	4	4
OG0010224	4	4
OG0010225	4	4
OG0010226	4	4
OG0010227	3	3
OG0010228	4	4
OG0010229	2	2
OG0010230	4	4
OG0010231	4	4
OG0010232	1	1
OG0010233	3	3
OG0010234	2	2
OG0010235	4	4
OG0010236	4	4
OG0010237	4	4
OG0010238	3	3
OG0010239	2	2
OG0010240	0	0
OG0010241	4	4
OG0010242	4	4
OG0010243	4	4
OG0010244	4	4
OG0010245	4	4
OG0010246	3	3
OG0010247	4	4
OG0010248	1	1
OG0010249	3	3
OG0010250	3	3
OG0010251	4	4
OG0010252	4	4
OG0010253	3	3
OG0010254	4	4
OG0010255	4	4
OG0010256	4	4
OG0010257	2	2
OG0010258	1	1
OG0010259	0	0
OG0010260	4	4
OG0010261	2	2
OG0010262	1	1
OG0010263	0	0
OG0010264	2	2
OG0010265	4	4
OG0010266	4	4
OG0010267	0	0
OG0010268	1	1
OG0010269	2	2
OG0010270	4	4
OG0010271	4	4
OG0010272	0	0
OG0010273	4	4
OG0010274	4	4
OG0010275	2	2
OG0010276	4	4
OG0010277	4	4
OG0010278	4	4
OG0010279	0	0
OG0010280	4	4
OG0010281	0	0
OG0010282	4	4
OG0010283	1	1
OG0010284	3	3
OG0010285	4	4
OG0010286	2	2
OG0010287	4	4
OG0010288	3	3
OG0010289	0	0
OG0010290	4	4
OG0010291	4	4
OG0010292	2	2
OG0010293	4	4
OG0010294	4	4
OG0010295	0	0
OG0010296	3	3
OG0010297	4	4
OG0010298	0	0
OG0010299	2	2
OG0010300	2	2
OG0010301	0	0
OG0010302	4	4
OG0010303	3	3
OG0010304	4	4
OG0010305	4	4
OG0010306	4	4
OG0010307	1	1
OG0010308	4	4
OG0010309	4	4
OG0010310	4	4
OG0010311	0	0
OG0010312	4	4
OG0010313	2	2
OG0010314	2	2
OG0010315	4	4
OG0010316	4	4
OG0010317	4	4
OG0010318	1	1
OG0010319	4	4
OG0010320	4	4
OG0010321	4	4
OG0010322	4	4
OG0010323	4	4
OG0010324	4	4
OG0010325	4	4
OG0010326	1	1
OG0010327	4	4
OG0010328	4	4
OG0010329	1	1
OG0010330	1	1
OG0010331	4	4
OG0010332	0	0
OG0010333	0	0
OG0010334	0	0
OG0010335	4	4
OG0010336	4	4
OG0010337	4	4
OG0010338	2	2
OG0010339	4	4
OG0010340	4	4
OG0010341	1	1
OG0010342	4	4
OG0010343	1	1
OG0010344	3	3
OG0010345	4	4
OG0010346	3	3
OG0010347	4	4
OG0010348	2	2
OG0010349	4	4
OG0010350	0	0
OG0010351	2	2
OG0010352	2	2
OG0010353	3	3
OG0010354	2	2
OG0010355	4	4
OG0010356	4	4
OG0010357	4	4
OG0010358	4	4
OG0010359	2	2
OG0010360	4	4
OG0010361	0	0
OG0010362	4	4
OG0010363	1	1
OG0010364	1	1
OG0010365	0	0
OG0010366	0	0
OG0010367	4	4
OG0010368	1	1
OG0010369	2	2
OG0010370	4	4
OG0010371	0	0
OG0010372	4	4
OG0010373	4	4
OG0010374	4	4
OG0010375	4	4
OG0010376	4	4
OG0010377	0	0
OG0010378	4	4
OG0010379	4	4
OG0010380	4	4
OG0010381	3	3
OG0010382	3	3
OG0010383	4	4
OG0010384	1	1
OG0010385	3	3
OG0010386	4	4
OG0010387	2	2
OG0010388	0	0
OG0010389	4	4
OG0010390	4	4
OG0010391	4	4
OG0010392	4	4
OG0010393	2	2
OG0010394	4	4
OG0010395	1	1
OG0010396	4	4
OG0010397	0	0
OG0010398	2	2
OG0010399	0	0
OG0010400	0	0
OG0010401	2	2
OG0010402	0	0
OG0010403	3	3
OG0010404	4	4
OG0010405	4	4
OG0010406	4	4
OG0010407	0	0
OG0010408	2	2
OG0010409	4	4
OG0010410	0	0
OG0010411	4	4
OG0010412	4	4
OG0010413	2	2
OG0010414	0	0
OG0010415	4	4
OG0010416	0	0
OG0010417	1	1
OG0010418	4	4
OG0010419	2	2
OG0010420	4	4
OG0010421	3	3
OG0010422	2	2
OG0010423	0	0
OG0010424	4	4
OG0010425	1	1
OG0010426	4	4
OG0010427	0	0
OG0010428	0	0
OG0010429	0	0
OG0010430	0	0
OG0010431	4	4
OG0010432	0	0
OG0010433	0	0
OG0010434	0	0
OG0010435	0	0
OG0010436	1	1
OG0010437	4	4
OG0010438	2	2
OG0010439	0	0
OG0010440	4	4
OG0010441	4	4
OG0010442	1	1
OG0010443	1	1
OG0010444	4	4
OG0010445	2	2
OG0010446	0	0
OG0010447	2	2
OG0010448	4	4
OG0010449	2	2
OG0010450	0	0
OG0010451	0	0
OG0010452	2	2
OG0010453	2	2
OG0010454	4	4
OG0010455	4	4
OG0010456	1	1
OG0010457	2	2
OG0010458	0	0
OG0010459	0	0
OG0010460	4	4
OG0010461	4	4
OG0010462	0	0
OG0010463	4	4
OG0010464	4	4
OG0010465	0	0
OG0010466	2	2
OG0010467	2	2
OG0010468	1	1
OG0010469	4	4
OG0010470	1	1
OG0010471	1	1
OG0010472	0	0
OG0010473	2	2
OG0010474	1	1
OG0010475	4	4
OG0010476	4	4
OG0010477	4	4
OG0010478	4	4
OG0010479	2	2
OG0010480	0	0
OG0010481	2	2
OG0010482	1	1
OG0010483	2	2
OG0010484	1	1
OG0010485	1	1
OG0010486	3	3
OG0010487	1	1
OG0010488	0	0
OG0010489	1	1
OG0010490	4	4
OG0010491	2	2
OG0010492	1	1
OG0010493	1	1
OG0010494	2	2
OG0010495	1	1
OG0010496	1	1
OG0010497	1	1
OG0010498	1	1
OG0010499	2	2
OG0010500	4	4
OG0010501	1	1
OG0010502	1	1
OG0010503	1	1
OG0010504	1	1
OG0010505	1	1
OG0010506	1	1
OG0010507	0	0
OG0010508	2	2
OG0010509	1	1
OG0010510	1	1
OG0010511	2	2
OG0010512	0	0
OG0010513	0	0
OG0010514	4	4
OG0010515	1	1
OG0010516	2	2
OG0010517	2	2
OG0010518	2	2
OG0010519	1	1
OG0010520	2	2
OG0010521	2	2
OG0010522	1	1
OG0010523	2	2
OG0010524	2	2
OG0010525	1	1
OG0010526	1	1
OG0010527	1	1
OG0010528	1	1
OG0010529	1	1
OG0010530	0	0
OG0010531	1	1
OG0010532	1	1
OG0010533	2	2
OG0010534	0	0
OG0010535	1	1
OG0010536	3	3
OG0010537	1	1
OG0010538	1	1
OG0010539	1	1
OG0010540	1	1
OG0010541	2	2
OG0010542	1	1
OG0010543	2	2
OG0010544	0	0
OG0010545	1	1
OG0010546	1	1
OG0010547	1	1
OG0010548	0	0
OG0010549	3	3
OG0010550	0	0
OG0010551	0	0
OG0010552	2	2
OG0010553	2	2
OG0010554	1	1
OG0010555	1	1
OG0010556	1	1
OG0010557	0	0
OG0010558	1	1
OG0010559	0	0
OG0010560	1	1
OG0010561	0	0
OG0010562	1	1
OG0010563	2	2
OG0010564	1	1
OG0010565	2	2
OG0010566	2	2
OG0010567	1	1
OG0010568	1	1
OG0010569	0	0
OG0010570	2	2
OG0010571	1	1
OG0010572	2	2
OG0010573	1	1
OG0010574	1	1
OG0010575	3	3
OG0010576	1	1
OG0010577	1	1
OG0010578	1	1
OG0010579	2	2
OG0010580	0	0
OG0010581	1	1
OG0010582	1	1
OG0010583	2	2
OG0010584	1	1
OG0010585	1	1
OG0010586	3	3
OG0010587	2	2
OG0010588	2	2
OG0010589	1	1
OG0010590	1	1
OG0010591	1	1
OG0010592	1	1
OG0010593	2	2
OG0010594	1	1
OG0010595	1	1
OG0010596	2	2
OG0010597	1	1
OG0010598	2	2
OG0010599	3	3
OG0010600	1	1
OG0010601	2	2
OG0010602	2	2
OG0010603	1	1
OG0010604	1	1
OG0010605	2	2
OG0010606	2	2
OG0010607	1	1
OG0010608	2	2
OG0010609	2	2
OG0010610	0	0
OG0010611	1	1
OG0010612	2	2
OG0010613	1	1
OG0010614	2	2
OG0010615	0	0
OG0010616	1	1
OG0010617	1	1
OG0010618	4	4
OG0010619	1	1
OG0010620	1	1
OG0010621	2	2
OG0010622	1	1
OG0010623	2	2
OG0010624	1	1
OG0010625	0	0
OG0010626	1	1
OG0010627	1	1
OG0010628	1	1
OG0010629	1	1
OG0010630	1	1
OG0010631	1	1
OG0010632	1	1
OG0010633	2	2
OG0010634	1	1
OG0010635	1	1
OG0010636	0	0
OG0010637	1	1
OG0010638	1	1
OG0010639	1	1
OG0010640	1	1
OG0010641	0	0
OG0010642	3	3
OG0010643	2	2
OG0010644	1	1
OG0010645	1	1
OG0010646	1	1
OG0010647	2	2
OG0010648	1	1
OG0010649	3	3
OG0010650	2	2
OG0010651	2	2
OG0010652	2	2
OG0010653	1	1
OG0010654	3	3
OG0010655	1	1
OG0010656	0	0
OG0010657	2	2
OG0010658	4	4
OG0010659	4	4
OG0010660	4	4
OG0010661	2	2
OG0010662	2	2
OG0010663	4	4
OG0010664	1	1
OG0010665	2	2
OG0010666	1	1
OG0010667	2	2
OG0010668	2	2
OG0010669	1	1
OG0010670	1	1
OG0010671	1	1
OG0010672	1	1
OG0010673	2	2
OG0010674	2	2
OG0010675	1	1
OG0010676	2	2
OG0010677	2	2
OG0010678	2	2
OG0010679	2	2
OG0010680	0	0
OG0010681	1	1
OG0010682	2	2
OG0010683	2	2
OG0010684	1	1
OG0010685	1	1
OG0010686	1	1
OG0010687	1	1
OG0010688	2	2
OG0010689	1	1
OG0010690	4	4
OG0010691	2	2
OG0010692	3	3
OG0010693	1	1
OG0010694	1	1
OG0010695	2	2
OG0010696	3	3
OG0010697	1	1
OG0010698	2	2
OG0010699	1	1
OG0010700	1	1
OG0010701	2	2
OG0010702	1	1
OG0010703	2	2
OG0010704	2	2
OG0010705	1	1
OG0010706	1	1
OG0010707	1	1
OG0010708	1	1
OG0010709	2	2
OG0010710	1	1
OG0010711	1	1
OG0010712	1	1
OG0010713	1	1
OG0010714	2	2
OG0010715	3	3
OG0010716	2	2
OG0010717	0	0
OG0010718	1	1
OG0010719	1	1
OG0010720	1	1
OG0010721	1	1
OG0010722	1	1
OG0010723	1	1
OG0010724	2	2
OG0010725	1	1
OG0010726	2	2
